transaction_id,day_id,product_id,game_minute,sale_price,unit_cost,wait_seconds,grinder_level,sign_level
73,5,1,148,3.0,0.7,5.8,0,3
74,5,1,164,3.0,0.7,6.24,0,3
75,5,2,189,4.5,1.1,7.1,0,3
76,5,1,205,3.0,0.7,6.93,0,3
77,5,1,221,3.0,0.7,7.3,0,3
78,5,3,261,5.25,1.6,9.67,0,4
79,5,3,301,5.25,1.6,12.48,0,4
80,5,4,349,5.75,1.9,17.39,0,4
81,5,1,365,3.0,0.7,17.24,0,4
82,5,4,413,5.75,1.9,21.8,0,4
83,5,3,454,5.25,1.6,24.55,0,4
84,6,4,60,5.75,1.9,6.03,0,4
85,6,2,84,4.5,1.1,7.23,0,4
86,6,2,108,4.5,1.1,8.27,0,4
87,6,4,156,5.75,1.9,12.73,0,4
88,6,1,172,3.0,0.7,13.27,0,4
89,6,4,220,5.75,1.9,16.83,0,4
90,6,2,245,4.5,1.1,18.16,0,4
91,6,1,261,3.0,0.7,18.7,0,4
92,6,4,309,5.75,1.9,22.59,0,4
93,6,1,325,3.0,0.7,22.18,0,4
94,6,1,341,3.0,0.7,22.47,0,4
95,6,1,357,3.0,0.7,23.36,0,4
96,6,1,373,3.0,0.7,24.2,0,4
97,6,2,397,4.5,1.1,25.08,0,4
98,6,4,445,5.75,1.9,29.71,0,4
99,6,1,462,3.0,0.7,29.63,0,4
100,7,1,30,3.0,0.7,2.02,0,4
101,7,3,71,5.25,1.6,5.91,0,4
102,7,3,111,5.25,1.6,9.81,0,4
103,7,1,127,3.0,0.7,10.53,0,4
104,7,2,151,4.5,1.1,11.52,0,4
105,7,3,191,5.25,1.6,14.7,0,4
106,7,1,207,3.0,0.7,14.83,0,4
107,7,1,223,3.0,0.7,14.73,0,4
108,7,2,247,4.5,1.1,16.38,0,4
109,7,2,272,4.5,1.1,17.03,0,4
110,7,3,312,5.25,1.6,19.81,0,4
111,7,2,336,4.5,1.1,21.51,0,4
112,7,1,352,3.0,0.7,21.81,0,4
113,7,3,392,5.25,1.6,25.23,0,4
114,7,4,440,5.75,1.9,28.92,0,4
115,8,1,33,3.0,0.7,2.01,0,5
116,8,1,49,3.0,0.7,2.02,0,5
117,8,1,66,3.0,0.7,2.19,0,5
118,8,1,82,3.0,0.7,2.01,0,5
119,8,1,98,3.0,0.7,2.04,0,5
120,8,4,146,5.75,1.9,6.65,0,5
121,8,1,163,3.0,0.7,7.3,0,5
122,8,2,187,4.5,1.1,8.25,0,5
123,8,4,235,5.75,1.9,12.66,0,5
124,8,4,283,5.75,1.9,16.75,0,5
125,8,2,307,4.5,1.1,17.49,0,5
126,8,2,331,4.5,1.1,19.04,0,5
127,8,1,347,3.0,0.7,19.35,0,5
128,8,1,364,3.0,0.7,20.27,0,5
129,8,2,388,4.5,1.1,22.16,0,5
130,8,2,412,4.5,1.1,23.29,0,5
131,8,1,428,3.0,0.7,23.43,0,5
132,8,1,444,3.0,0.7,23.17,0,5
133,8,1,460,3.0,0.7,23.19,0,5
134,9,4,59,5.75,1.9,6.03,0,5
135,9,1,75,3.0,0.7,6.62,0,5
136,9,4,124,5.75,1.9,10.32,0,5
137,9,1,140,3.0,0.7,10.75,0,5
138,9,1,156,3.0,0.7,10.47,0,5
139,9,1,172,3.0,0.7,10.23,0,5
140,9,2,196,4.5,1.1,10.94,0,5
141,9,1,212,3.0,0.7,11.51,0,5
142,9,2,236,4.5,1.1,13.03,0,5
143,9,3,277,5.25,1.6,16.03,0,5
144,9,3,317,5.25,1.6,19.06,0,5
145,9,4,365,5.75,1.9,23.06,0,5
146,9,4,413,5.75,1.9,27.16,0,5
147,9,1,429,3.0,0.7,27.98,0,5
148,9,2,453,4.5,1.1,29.79,0,5
149,10,3,50,5.25,1.6,5.02,0,5
150,10,1,66,3.0,0.7,5.99,0,5
151,10,1,82,3.0,0.7,6.8,0,5
152,10,2,106,4.5,1.1,8.57,0,5
153,10,1,123,3.0,0.7,8.52,0,5
154,10,3,163,5.25,1.6,11.81,0,5
155,10,3,203,5.25,1.6,15.24,0,5
156,10,1,219,3.0,0.7,15.13,0,5
157,10,1,235,3.0,0.7,15.5,0,5
158,10,1,251,3.0,0.7,16.2,0,5
159,10,3,291,5.25,1.6,19.78,0,5
160,10,1,308,3.0,0.7,19.61,0,5
161,10,1,324,3.0,0.7,20.5,0,5
162,10,1,340,3.0,0.7,21.07,0,5
163,10,3,380,5.25,1.6,24.33,0,5
164,10,1,396,3.0,0.7,24.96,0,5
165,10,1,412,3.0,0.7,25.91,0,5
166,10,2,436,4.5,1.1,27.16,0,5
167,10,2,460,4.5,1.1,27.92,0,5
168,10,1,476,3.0,0.7,27.89,0,5
