transaction_id,day_id,product_id,game_minute,sale_price,unit_cost,wait_seconds,grinder_level,sign_level
68,4,1,109,3.0,0.7,1.33,4,0
69,4,1,135,3.0,0.7,1.33,4,0
70,4,2,165,4.5,1.1,2.0,4,0
71,4,1,180,3.0,0.7,1.34,4,0
72,4,3,212,5.25,1.6,3.3,4,0
73,4,1,223,3.0,0.7,1.99,4,0
74,4,3,252,5.25,1.6,3.3,4,0
75,4,4,284,5.75,1.9,5.03,4,0
76,4,4,316,5.75,1.9,6.99,4,0
77,4,3,342,5.25,1.6,8.33,4,0
78,4,1,353,3.0,0.7,7.56,4,0
79,4,1,363,3.0,0.7,6.9,4,0
80,4,1,374,3.0,0.7,5.04,4,0
81,4,3,401,5.25,1.6,5.55,4,0
82,4,2,417,4.5,1.1,5.04,4,0
83,4,1,427,3.0,0.7,3.97,4,0
84,4,1,438,3.0,0.7,2.77,4,0
85,4,1,450,3.0,0.7,1.33,4,0
86,5,2,28,4.5,1.1,1.99,4,0
87,5,3,55,5.25,1.6,3.54,4,0
88,5,3,81,5.25,1.6,4.9,4,0
89,5,1,92,3.0,0.7,3.97,4,0
90,5,1,103,3.0,0.7,2.6,4,0
91,5,1,114,3.0,0.7,1.34,4,0
92,5,3,158,5.25,1.6,3.29,4,0
93,5,3,184,5.25,1.6,3.54,4,0
94,5,1,195,3.0,0.7,2.97,4,0
95,5,2,209,4.5,1.1,2.5,5,0
96,5,3,239,5.25,1.6,2.97,5,0
97,5,1,249,3.0,0.7,1.8,5,0
98,5,1,258,3.0,0.7,1.33,5,0
99,5,2,289,4.5,1.1,1.8,5,0
100,5,1,303,3.0,0.7,1.2,5,0
101,5,2,336,4.5,1.1,1.8,5,0
102,5,2,358,4.5,1.1,1.8,5,0
103,5,1,373,3.0,0.7,1.2,5,0
104,5,4,409,5.75,1.9,3.55,5,0
105,5,1,419,3.0,0.7,3.22,5,0
106,5,1,429,3.0,0.7,1.21,5,0
107,5,1,447,3.0,0.7,1.2,5,0
108,5,1,462,3.0,0.7,1.2,5,0
109,6,3,48,5.25,1.6,2.96,5,0
110,6,3,72,5.25,1.6,3.43,5,0
111,6,3,96,5.25,1.6,4.54,5,0
112,6,1,105,3.0,0.7,3.54,5,0
113,6,3,129,5.25,1.6,3.5,5,0
114,6,2,143,4.5,1.1,3.28,5,0
115,6,2,158,4.5,1.1,3.38,5,0
116,6,1,167,3.0,0.7,1.4,5,0
117,6,1,186,3.0,0.7,1.19,5,0
118,6,1,212,3.0,0.7,1.21,5,0
119,6,1,240,3.0,0.7,1.2,5,0
120,6,1,265,3.0,0.7,1.2,5,0
121,6,3,303,5.25,1.6,2.98,5,0
122,6,1,313,3.0,0.7,2.13,5,0
123,6,2,327,4.5,1.1,2.23,5,0
124,6,4,360,5.75,1.9,3.57,5,0
125,6,2,375,4.5,1.1,2.77,5,0
126,6,3,399,5.25,1.6,3.45,5,0
127,6,3,423,5.25,1.6,4.39,5,0
128,6,4,451,5.75,1.9,5.03,5,0
129,6,3,475,5.25,1.6,5.13,5,0
130,7,1,25,3.0,0.7,1.19,5,0
131,7,1,41,3.0,0.7,1.2,5,0
132,7,2,64,4.5,1.1,1.8,5,0
133,7,2,90,4.5,1.1,1.78,5,0
134,7,1,107,3.0,0.7,1.2,5,0
135,7,1,122,3.0,0.7,1.2,5,0
136,7,1,146,3.0,0.7,1.2,5,0
137,7,1,161,3.0,0.7,1.2,5,0
138,7,2,191,4.5,1.1,1.78,5,0
139,7,2,206,4.5,1.1,1.98,5,0
140,7,3,239,5.25,1.6,2.97,5,0
141,7,1,249,3.0,0.7,1.64,5,0
142,7,1,263,3.0,0.7,1.2,5,0
143,7,1,276,3.0,0.7,1.2,5,0
144,7,1,298,3.0,0.7,1.2,5,0
145,7,2,321,4.5,1.1,1.78,5,0
146,7,1,343,3.0,0.7,1.2,5,0
147,7,1,356,3.0,0.7,1.2,5,0
148,7,1,371,3.0,0.7,1.21,5,0
149,7,1,398,3.0,0.7,1.21,5,0
150,7,1,420,3.0,0.7,1.2,5,0
151,7,2,438,4.5,1.1,1.8,5,0
152,7,2,453,4.5,1.1,1.96,5,0
153,7,1,469,3.0,0.7,1.2,5,0
154,8,2,39,4.5,1.1,1.77,5,0
155,8,3,71,5.25,1.6,2.97,5,0
156,8,1,81,3.0,0.7,1.6,5,0
157,8,1,96,3.0,0.7,1.19,5,0
158,8,1,119,3.0,0.7,1.19,5,0
159,8,1,131,3.0,0.7,1.21,5,0
160,8,3,165,5.25,1.6,2.97,5,0
161,8,3,188,5.25,1.6,3.2,5,0
162,8,3,212,5.25,1.6,3.74,5,0
163,8,1,222,3.0,0.7,3.4,5,0
164,8,1,231,3.0,0.7,2.59,5,0
165,8,2,253,4.5,1.1,1.8,5,0
166,8,1,266,3.0,0.7,1.2,5,0
167,8,3,301,5.25,1.6,2.98,5,0
168,8,3,325,5.25,1.6,3.87,5,0
169,8,1,334,3.0,0.7,2.4,5,0
170,8,2,353,4.5,1.1,1.8,5,0
171,8,3,390,5.25,1.6,2.97,5,0
172,8,4,421,5.75,1.9,3.56,5,0
173,8,1,431,3.0,0.7,2.0,5,0
174,8,4,463,5.75,1.9,3.56,5,0
175,8,1,472,3.0,0.7,2.63,5,0
176,9,4,41,5.75,1.9,3.56,5,0
177,9,1,51,3.0,0.7,1.25,5,0
178,9,1,71,3.0,0.7,1.2,5,0
179,9,3,99,5.25,1.6,2.96,5,0
180,9,1,109,3.0,0.7,1.63,5,0
181,9,2,128,4.5,1.1,1.79,5,0
182,9,1,149,3.0,0.7,1.19,5,0
183,9,2,176,4.5,1.1,1.8,5,0
184,9,3,207,5.25,1.6,2.96,5,0
185,9,3,231,5.25,1.6,4.06,5,0
186,9,1,241,3.0,0.7,3.23,5,0
187,9,3,264,5.25,1.6,3.33,5,0
188,9,3,288,5.25,1.6,4.03,5,0
189,9,1,298,3.0,0.7,3.21,5,0
190,9,2,312,4.5,1.1,2.4,5,0
191,9,1,324,3.0,0.7,1.19,5,0
192,9,3,362,5.25,1.6,2.98,5,0
193,9,2,377,4.5,1.1,2.56,5,0
194,9,1,393,3.0,0.7,1.2,5,0
195,9,2,422,4.5,1.1,1.78,5,0
196,9,3,451,5.25,1.6,2.96,5,0
197,9,1,461,3.0,0.7,1.43,5,0
198,9,2,476,4.5,1.1,1.78,5,0
199,10,3,39,5.25,1.6,2.97,5,0
200,10,2,53,4.5,1.1,2.2,5,0
201,10,1,63,3.0,0.7,1.74,5,0
202,10,1,79,3.0,0.7,1.2,5,0
203,10,4,126,5.75,1.9,3.56,5,0
204,10,2,140,4.5,1.1,3.37,5,0
205,10,3,164,5.25,1.6,4.38,5,0
206,10,1,174,3.0,0.7,3.78,5,0
207,10,2,188,4.5,1.1,3.21,5,0
208,10,3,212,5.25,1.6,4.61,5,0
209,10,2,226,4.5,1.1,4.67,5,0
210,10,4,255,5.75,1.9,5.84,5,0
211,10,1,264,3.0,0.7,3.73,5,0
212,10,2,279,4.5,1.1,3.87,5,0
213,10,2,293,4.5,1.1,3.23,5,0
214,10,1,303,3.0,0.7,2.43,5,0
215,10,1,317,3.0,0.7,1.2,5,0
216,10,3,346,5.25,1.6,2.97,5,0
217,10,1,355,3.0,0.7,1.67,5,0
218,10,4,388,5.75,1.9,3.57,5,0
219,10,2,402,4.5,1.1,2.29,5,0
220,10,2,418,4.5,1.1,1.8,5,0
221,10,1,440,3.0,0.7,1.19,5,0
222,10,2,465,4.5,1.1,1.8,5,0
