transaction_id,day_id,product_id,game_minute,sale_price,unit_cost,wait_seconds,grinder_level,sign_level
79,6,2,41,4.5,1.1,3.02,0,0
80,6,1,61,3.0,0.7,2.02,0,0
81,6,1,77,3.0,0.7,2.01,0,0
82,6,1,94,3.0,0.7,2.15,0,0
83,6,3,140,5.25,1.6,5.0,0,0
84,6,2,165,4.5,1.1,5.26,0,0
85,6,2,189,4.5,1.1,6.17,0,0
86,6,3,229,5.25,1.6,9.54,0,0
87,6,2,253,4.5,1.1,9.56,0,0
88,6,3,293,5.25,1.6,11.93,0,0
89,6,1,309,3.0,0.7,11.24,0,0
90,6,2,334,4.5,1.1,12.69,0,0
91,6,2,358,4.5,1.1,13.13,0,0
92,6,1,374,3.0,0.7,13.13,0,0
93,6,4,422,5.75,1.9,15.93,0,0
94,6,1,438,3.0,0.7,14.83,0,0
95,6,1,454,3.0,0.7,14.81,0,0
96,7,1,33,3.0,0.7,2.03,0,0
97,7,3,84,5.25,1.6,5.03,0,0
98,7,1,100,3.0,0.7,5.08,0,0
99,7,1,116,3.0,0.7,4.5,0,0
100,7,1,133,3.0,0.7,4.84,0,0
101,7,4,181,5.75,1.9,7.84,0,0
102,7,1,197,3.0,0.7,8.07,0,0
103,7,1,213,3.0,0.7,7.0,0,0
104,7,1,229,3.0,0.7,5.93,0,0
105,7,1,245,3.0,0.7,4.7,0,0
106,7,1,261,3.0,0.7,3.44,0,0
107,7,2,285,4.5,1.1,3.1,0,0
108,7,2,311,4.5,1.1,3.03,0,0
109,7,2,335,4.5,1.1,3.97,0,0
110,7,2,359,4.5,1.1,5.3,0,0
111,7,2,384,4.5,1.1,5.56,0,0
112,7,1,400,3.0,0.7,5.79,0,0
113,7,1,416,3.0,0.7,5.42,0,0
114,7,2,440,4.5,1.1,6.72,0,0
115,7,1,456,3.0,0.7,5.52,0,0
116,8,1,28,3.0,0.7,2.03,0,0
117,8,1,44,3.0,0.7,2.3,0,0
118,8,2,68,4.5,1.1,3.54,0,0
119,8,1,84,3.0,0.7,2.33,0,0
120,8,2,117,4.5,1.1,3.03,0,0
121,8,2,141,4.5,1.1,3.74,0,0
122,8,2,166,4.5,1.1,3.48,0,0
123,8,1,182,3.0,0.7,2.58,0,0
124,8,1,198,3.0,0.7,2.03,0,0
125,8,1,218,3.0,0.7,2.0,0,0
126,8,2,243,4.5,1.1,3.02,0,0
127,8,1,260,3.0,0.7,2.03,0,0
128,8,3,300,5.25,1.6,5.41,0,0
129,8,1,316,3.0,0.7,5.02,0,0
130,8,2,340,4.5,1.1,5.55,0,0
131,8,1,356,3.0,0.7,4.91,0,0
132,8,3,396,5.25,1.6,6.92,0,0
133,8,2,420,4.5,1.1,6.74,0,0
134,8,3,461,5.25,1.6,8.46,0,0
135,8,1,477,3.0,0.7,8.26,0,0
136,9,3,61,5.25,1.6,5.03,0,0
137,9,1,77,3.0,0.7,4.46,0,0
138,9,2,101,4.5,1.1,4.77,0,0
139,9,3,141,5.25,1.6,6.97,0,0
140,9,3,182,5.25,1.6,10.27,0,0
141,9,2,206,4.5,1.1,10.54,0,0
142,9,2,230,4.5,1.1,11.23,0,0
143,9,2,254,4.5,1.1,12.37,0,0
144,9,3,294,5.25,1.6,14.36,0,0
145,9,3,334,5.25,1.6,16.1,0,0
146,9,2,358,4.5,1.1,16.48,0,0
147,9,1,375,3.0,0.7,15.13,0,0
148,9,3,415,5.25,1.6,17.54,0,0
149,9,3,455,5.25,1.6,20.67,0,0
150,9,1,471,3.0,0.7,20.94,0,0
151,10,2,43,4.5,1.1,3.03,0,0
152,10,1,60,3.0,0.7,2.07,0,0
153,10,2,89,4.5,1.1,3.03,0,0
154,10,1,105,3.0,0.7,2.21,0,0
155,10,1,128,3.0,0.7,2.03,0,0
156,10,1,149,3.0,0.7,2.01,0,0
157,10,1,173,3.0,0.7,2.0,0,0
158,10,1,189,3.0,0.7,2.34,0,0
159,10,1,213,3.0,0.7,2.02,0,0
160,10,3,254,5.25,1.6,5.03,0,0
161,10,1,270,3.0,0.7,4.44,0,0
162,10,1,286,3.0,0.7,3.65,0,0
163,10,1,302,3.0,0.7,2.81,0,0
164,10,1,318,3.0,0.7,3.23,0,0
165,10,4,367,5.75,1.9,7.56,0,0
166,10,1,383,3.0,0.7,6.23,0,0
167,10,1,399,3.0,0.7,6.61,0,0
168,10,1,415,3.0,0.7,6.44,0,0
169,10,4,463,5.75,1.9,8.97,0,0
